Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
21108376,Toro! Toro!,Michael Morpurgo,"Morpurgo, Michael",,"=""0007874766""","=""9780007874767""",0,3.67,HarperCollins,Paperback,128,2002,2001,,2025/10/11,owned,owned (#223),read,,,,1,0
21090793,Dear Olly,Michael Morpurgo,"Morpurgo, Michael",,"=""0007874774""","=""9780007874774""",0,3.66,HarperCollinsChildren'sBooks,Paperback,128,2000,2000,,2025/10/11,owned,owned (#222),read,,,,1,0
99728974,Michael Morpurgo Children Collection 16 Books Set,Michael Morpurgo,"Morpurgo, Michael",,"=""1405255897""","=""9781405255899""",0,3.82,,Unknown Binding,0,,1989,,2025/10/11,owned,owned (#221),read,,,,1,0
40889538,The Butterfly Lion,Michael Morpurgo,"Morpurgo, Michael",,"=""0007874782""","=""9780007874781""",0,4.09,,Paperback,0,1997,1996,,2025/10/11,owned,owned (#220),read,,,,1,0
32608714,Escape from Shangri-La,Michael Morpurgo,"Morpurgo, Michael",,"=""1405255935""","=""9781405255936""",0,3.82,1 Jan 1998,Paperback,0,1900,1998,,2025/10/11,owned,owned (#219),read,,,,1,0
1948878,War Horse,Michael Morpurgo,"Morpurgo, Michael",,"=""1405226668""","=""9781405226660""",0,4.15,Egmont Press,Paperback,182,2007,1982,,2025/10/11,owned,owned (#218),read,,,,1,0
36508687,Why the Whales Came,Michael Morpurgo,"Morpurgo, Michael",,"=""1405255889""","=""9781405255882""",0,3.96,THE BOOK PEOPLE,Paperback,180,,1985,,2025/10/11,owned,owned (#217),read,,,,1,0
41043655,The Amazing Sory Of Adolphus Tips,Michael Morpurgo,"Morpurgo, Michael",,"=""000787474X""","=""9780007874743""",0,4.05,Unknown,Paperback,,2006,2005,,2025/10/11,owned,owned (#216),read,,,,1,0
33571894,Kaspar: Prince of Cats,Michael Morpurgo,"Morpurgo, Michael",Michael Foreman,"=""0007874723""","=""9780007874729""",0,4.16,Harper Collins,Paperback,208,2008,2008,,2025/10/11,owned,owned (#215),read,,,,1,0
1141181,Mr Skip,Michael Morpurgo,"Morpurgo, Michael",,"=""0007134746""","=""9780007134748""",0,3.96,Roaring Good Reads,Paperback,112,2002,2002,,2025/10/11,owned,owned (#214),read,,,,1,0
31227898,Born To Run,Michael Morpurgo,"Morpurgo, Michael",,"=""0007874731""","=""9780007874736""",0,4.17,Unbranded,Paperback,0,2006,2007,,2025/10/11,owned,owned (#213),read,,,,1,0
9873859,Doctor Who: The Coming of the Terraphiles,Michael Moorcock,"Moorcock, Michael",,"=""1849901406""","=""9781849901406""",0,2.98,Random House UK,Paperback,352,2011,2010,,2025/10/11,"owned, science-fiction","owned (#212), science-fiction (#92)",read,,,,1,0
8602864,"Blood Ransom (Blood Ties, #2)",Sophie McKenzie,"McKenzie, Sophie",,"=""1847387632""","=""9781847387639""",0,4.19,Simon & Schuster,Paperback,432,2010,2010,,2025/10/11,owned,owned (#211),read,,,,1,0
35232107,"Resurrection (Skulduggery Pleasant, #10)",Derek Landy,"Landy, Derek",,"=""0008219605""","=""9780008219604""",0,4.28,HarperCollins Children's Books,Paperback,420,2018,2017,,2025/10/11,"owned, low-fantasy","owned (#209), low-fantasy (#42)",read,,,,1,0
17349738,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,"Kinney, Jeff",,"=""0141343001""","=""9780141343006""",0,4.23,Puffin,Paperback,226,2013,2011,,2025/10/11,owned,owned (#208),read,,,,1,0
8610429,The Ugly Truth (Diary of a Wimpy Kid) (Diary of a Wimpy Kid #5),Jeff Kinney,"Kinney, Jeff",,"=""0141331984""","=""9780141331980""",0,4.18,Puffin Books,Hardcover,217,2010,2010,,2025/10/11,owned,owned (#207),read,,,,1,0
2975870,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"Kinney, Jeff",,"=""0141324902""","=""9780141324906""",0,3.98,Puffin,Paperback,217,2007,2007,,2025/10/11,owned,owned (#206),read,,,,1,0
11928925,The Invisible Dog,Dick King-Smith,"King-Smith, Dick",,"=""0141332379""","=""9780141332376""",0,3.71,Puffin,Paperback,112,2010,1993,,2025/10/11,owned,owned (#205),read,,,,1,0
26824308,Stig of the Dump,Clive King,"King, Clive",Edward Ardizzone,"=""0141301619""","=""9780141301617""",0,3.91,Puffin,Paperback,163,1993,1963,,2025/10/11,owned,owned (#204),read,,,,1,0
928975,The Phantom Tollbooth,Norton Juster,"Juster, Norton",,"=""0006725880""","=""9780006725886""",0,4.20,Lion Publishing,Paperback,255,1992,1961,,2025/10/11,owned,owned (#203),read,,,,1,0
10794509,Freewheelers to the Rescue!,Eric Johns,"Johns, Eric",Nick Sharratt,"=""0744559634""","=""9780744559637""",0,4.00,Walker,Paperback,172,2001,2013,,2025/10/11,owned,owned (#202),read,,,,1,0
40201485,"Never Say Die (Alex Rider, #11)",Anthony Horowitz,"Horowitz, Anthony",,"=""1406378674""","=""9781406378672""",0,4.32,Walker Books,Paperback,336,2018,2017,,2025/10/11,"owned, spy","owned (#201), spy (#25)",read,,,,1,0
289592,"The Falcon's Malteser (Diamond Brothers, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0744590353""","=""9780744590357""",0,3.96,Ted Smart,Paperback,217,2002,1986,,2025/10/11,owned,owned (#200),read,,,,1,0
27247431,Light (Gone),Michael  Grant,"Grant, Michael",,"=""1405277092""","=""9781405277099""",0,4.35,Egmont Books Ltd,Paperback,464,2015,2013,,2025/10/11,"low-fantasy, owned","low-fantasy (#41), owned (#199)",read,,,,1,0
17552529,"Fear (Gone, #5)",Michael  Grant,"Grant, Michael",,"=""1405257636""","=""9781405257633""",0,4.22,Egmont Books,Paperback,549,2013,2012,,2025/10/11,"low-fantasy, owned","low-fantasy (#40), owned (#198)",read,,,,1,0
11099439,"Lies (Gone, #3)",Michael  Grant,"Grant, Michael",,"=""1405254319""","=""9781405254311""",0,4.07,EGMONT BOOKS,Paperback,472,2011,2010,,2025/10/11,"owned, low-fantasy","owned (#197), low-fantasy (#39)",read,,,,1,0
14319461,"Plague (Gone, #4)",Michael  Grant,"Grant, Michael",,"=""1405256583""","=""9781405256582""",0,4.16,Egmont Books (UK),Paperback,526,2012,2011,,2025/10/11,"low-fantasy, owned","low-fantasy (#38), owned (#196)",read,,,,1,0
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1442468408""","=""9781442468405""",0,4.40,Margaret K. McElderry Books,Hardcover,699,2017,2017,,2025/06/18,"low-fantasy, owned","low-fantasy (#32), owned (#195)",read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",4,3.70,Penguin Books ,Paperback,182,1999,1954,,2021/04/14,"for-school, classics, owned","for-school (#2), classics (#8), owned (#194)",read,,,,1,0
382229,Flour Babies,Anne Fine,"Fine, Anne",,"=""0140361472""","=""9780140361476""",0,3.50,Puffin,Paperback,156,1999,1993,,2025/10/11,owned,owned (#193),read,,,,1,0
277192,"The Field Guide (The Spiderwick Chronicles, #1)",Tony DiTerlizzi,"DiTerlizzi, Tony",Holly Black,"=""0689837380""","=""9780689837388""",0,3.93,Simon & Shuster UK,Hardcover,107,2003,2003,,2025/10/11,"low-fantasy, owned","low-fantasy (#37), owned (#192)",read,,,,1,0
7939682,How to Train Your Dragon,Cressida Cowell,"Cowell, Cressida",,"=""0340999071""","=""9780340999073""",0,3.91,Hodder Children's Division,Paperback,240,2010,2003,,2025/10/11,"owned, high-fantasy","owned (#191), high-fantasy (#33)",read,,,,1,0
8461524,The Boy in the Striped Pyjamas,John Boyne,"Boyne, John",,"=""1849920435""","=""9781849920438""",0,4.16,The Random House Group Ltd,Paperback,216,2010,2006,,2025/10/11,owned,owned (#190),read,,,,1,0
7923195,"If You're Reading This, It's Too Late (Secret, #2)",Pseudonymous Bosch,"Bosch, Pseudonymous",,"=""0746097409""","=""9780746097403""",0,4.22,,Paperback,412,,2008,,2025/10/11,owned,owned (#189),read,,,,1,0
6394157,Skellig,almond-david,"almond-david, almond-david",,"=""0340997044""","=""9780340997048""",0,3.81,Hodder Children's Books,Paperback,170,2009,1998,,2025/10/11,owned,owned (#188),read,,,,1,0
372299,The Hitch Hiker's Guide to the Galaxy: A Trilogy in Five Parts,Douglas Adams,"Adams, Douglas",,"=""0434003484""","=""9780434003488""",0,4.35,Heinemann,Hardcover,776,1995,1979,,2025/10/11,"science-fiction, owned","science-fiction (#90), owned (#187)",read,,,,1,0
66562105,"The Dark Forest (The Three-Body Problem, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""1784971588""","=""""",0,4.40,Head of Zeus,Kindle Edition,513,2015,2008,,2025/10/11,to-read,to-read (#203),to-read,,,,0,0
21620,"Forever Free (The Forever War, #2)",Joe Haldeman,"Haldeman, Joe",,"=""1857989317""","=""9781857989311""",0,3.47,Millennium,Paperback,277,2000,1999,,2025/10/11,to-read,to-read (#202),to-read,,,,0,0
61181,The Ringworld Engineers (Ringworld #2),Larry Niven,"Niven, Larry",,"=""0345418417""","=""9780345418418""",0,3.88,Del Rey,Paperback,307,1997,1979,,2025/10/11,to-read,to-read (#201),to-read,,,,0,0
35959733,"Arm of the Sphinx (The Books of Babel, #2)",Josiah Bancroft,"Bancroft, Josiah",,"=""031651795X""","=""9780316517959""",0,4.31,Orbit,Paperback,448,2018,2014,,2025/10/11,to-read,to-read (#200),to-read,,,,0,0
20706284,Ancillary Sword,Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",0,4.08,Orbit,Paperback,359,2014,2014,,2025/10/11,to-read,to-read (#199),to-read,,,,0,0
373399,"Beyond the Blue Event Horizon (Heechee Saga, #2)",Frederik Pohl,"Pohl, Frederik",,"=""0345446674""","=""9780345446671""",0,3.95,Ballantine Books,Paperback,336,2000,1980,,2025/10/11,to-read,to-read (#198),to-read,,,,0,0
36436094,The Custard Heart,Dorothy Parker,"Parker, Dorothy",,"=""0241339588""","=""9780241339589""",3,3.66,Penguin Classics,Paperback,50,2018,2018,2025/09/28,2025/09/28,"classics, owned, read-in-2025","classics (#35), owned (#186), read-in-2025 (#35)",read,,,,1,0
36436077,The Breakthrough,Daphne du Maurier,"Maurier, Daphne du",,"=""0241339200""","=""9780241339206""",4,3.61,Penguin Classics,Paperback,64,2018,1966,2025/09/27,2025/09/27,"classics, owned, read-in-2025, science-fiction","classics (#34), owned (#185), read-in-2025 (#34), science-fiction (#88)",read,,,,1,0
36436061,Television Was a Baby Crawling Toward That Death Chamber,Allen Ginsberg,"Ginsberg, Allen",,"=""0241337623""","=""9780241337622""",1,2.79,Penguin Classics,Paperback,55,2018,2018,2025/09/27,2025/09/27,"classics, owned, read-in-2025","classics (#33), owned (#184), read-in-2025 (#33)",read,,,,1,0
36436088,Letter from Birmingham Jail,Martin Luther King Jr.,"Jr., Martin Luther King",,"=""0241339464""","=""9780241339466""",5,4.54,Penguin Books,Paperback,54,2018,1963,2025/09/27,2025/09/27,"classics, owned, read-in-2025","classics (#32), owned (#183), read-in-2025 (#32)",read,,,,1,0
35224144,Breakfast at Tiffany's,Truman Capote,"Capote, Truman",,"=""0141182792""","=""9780141182797""",0,3.85,Penguin Classics,Paperback,157,2017,1958,,2022/08/07,"owned, classics","owned (#9), classics (#19)",read,,,,1,0
22375846,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",5,4.12,Vintage,Paperback,615,2005,2002,2025/09/16,2025/09/14,"classics, low-fantasy, owned, read-in-2025","classics (#31), low-fantasy (#35), owned (#182), read-in-2025 (#29)",read,,,,1,0
36454667,"Empire of Silence (The Sun Eater, #1)",Christopher Ruocchio,"Ruocchio, Christopher",,"=""0756413028""","=""9780756413026""",0,3.97,DAW,Kindle Edition,753,2018,2018,,2025/08/28,to-read,to-read (#197),to-read,,,,0,0
3493282,How to Write Essays (Study Gdes.),Sandra Ashman,"Ashman, Sandra",Phyllis Creme,"=""1853770167""","=""9781853770166""",5,3.20,PNL P,Paperback,24,1990,1990,2025/08/26,2025/08/26,"for-school, owned, read-in-2025","for-school (#6), owned (#180), read-in-2025 (#23)",read,"This was an excellent introduction to how to write an essay which would have been useful to read before I had to write my dissertation, alas that has passed so I don’t have any need for it anymore so wasn’t really worth reading but still good skills for life I guess ",,,1,0
109267786,High Hopes Silver Linings,Adrian Winstanley,"Winstanley, Adrian",,"=""099568880X""","=""9780995688803""",0,0.0,Adrian Winstanley,Paperback,0,,,,2025/08/24,"to-read, owned","to-read (#195), owned (#179)",to-read,,,,0,0
89185,Chasm City,Alastair Reynolds,"Reynolds, Alastair",,"=""0441010644""","=""9780441010646""",0,4.13,Ace Books,Mass Market Paperback,694,2003,2001,,2025/08/24,"to-read, science-fiction","to-read (#196), science-fiction (#85)",to-read,,,,0,0
11300849,Doctor Who and the Daleks,David Whitaker,"Whitaker, David","Arnold Schwartzman, Neil Gaiman","=""1849901953""","=""9781849901956""",0,3.79,BBC Books,Mass Market Paperback,174,2011,1964,,2025/08/24,to-read,to-read (#194),to-read,,,,0,0
474748,The Machine Gunners,Robert Westall,"Westall, Robert",,"=""0330397850""","=""9780330397858""",0,3.93,Pan Childrens,Paperback,224,2001,1975,,2025/08/24,to-read,to-read (#193),to-read,,,,0,0
200549,Blitzcat,Robert Westall,"Westall, Robert",,"=""033039861X""","=""9780330398619""",0,3.95,Pan Childrens,Paperback,228,2002,1989,,2025/08/24,to-read,to-read (#192),to-read,,,,0,0
109026,The Lions Book Of Young Verse,Julia Watson,"Watson, Julia",Quentin Blake,"=""000670736X""","=""9780006707363""",0,4.80,HarperCollins Publishers,Paperback,96,1985,1973,,2025/08/24,to-read,to-read (#191),to-read,,,,0,0
1521568,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark",Peter Coveney,"=""0140430180""","=""9780140430189""",0,3.83,Penguin Books,Paperback,394,1985,1885,,2025/08/24,to-read,to-read (#190),to-read,,,,0,0
34703245,Corporate Finance: The Basics,Terence C.M. Tse,"Tse, Terence C.M.",,"=""1138695602""","=""9781138695603""",0,4.46,Routledge,Paperback,154,2017,,,2025/08/24,to-read,to-read (#189),to-read,,,,0,0
1836359,Time in Advance,William Tenn,"Tenn, William",,"=""""","=""""",0,3.90,Science Fiction Book Club,Hardcover,153,1964,1956,,2025/08/24,to-read,to-read (#188),to-read,,,,0,0
23524565,Liberty's Fire,Lydia Syson,"Syson, Lydia",,"=""147140367X""","=""9781471403675""",0,3.57,Hot Key Books,Paperback,348,2015,2015,,2025/08/24,to-read,to-read (#187),to-read,,,,0,0
1141175,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis","John Lawrence, Michael Morpurgo","=""0753412152""","=""9780753412152""",0,3.85,Pan MacMillan,Paperback,352,2005,1882,,2025/08/24,to-read,to-read (#186),to-read,,,,0,0
17612840,Liar & Spy,Rebecca Stead,"Stead, Rebecca",,"=""184939542X""","=""9781849395427""",0,3.81,Andersen,Paperback,240,2001,2012,,2025/08/24,to-read,to-read (#185),to-read,,,,0,0
2310090,Carbonel: The King of the Cats (Carbonel #1),Barbara Sleigh,"Sleigh, Barbara",V.H. Drummond,"=""0140301550""","=""9780140301557""",0,4.23,Puffin,Paperback,192,1974,1955,,2025/08/24,to-read,to-read (#184),to-read,,,,0,0
1058950,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0575076402""","=""9780575076402""",0,4.17,Gollancz,Paperback,804,2006,1997,,2025/08/24,to-read,to-read (#183),to-read,,,,0,0
1058953,Endymion (Hyperion Cantos #3),Dan Simmons,"Simmons, Dan",,"=""0575076399""","=""9780575076396""",0,4.19,Gollancz,Paperback,617,2006,1996,,2025/08/24,to-read,to-read (#182),to-read,,,,0,0
7203300,There's No Escape (Puffin Books),Ian Serraillier,"Serraillier, Ian",,"=""0140305742""","=""9780140305746""",0,3.76,Puffin Books,Paperback,224,1973,1950,,2025/08/24,to-read,to-read (#181),to-read,,,,0,0
756604,The Silver Sword,Ian Serraillier,"Serraillier, Ian",,"=""0099439492""","=""9780099439493""",0,4.02,Red Fox,Paperback,208,2003,1956,,2025/08/24,to-read,to-read (#180),to-read,,,,0,0
1884504,"Blood Red, Snow White",Marcus Sedgwick,"Sedgwick, Marcus",,"=""1842556371""","=""9781842556375""",0,3.61,Orion Children's Books ,Paperback,304,2008,2007,,2025/08/24,to-read,to-read (#179),to-read,,,,0,0
2158197,"Pirates, Plants and Plunder!",Stewart Ross,"Ross, Stewart",,"=""1903919355""","=""9781903919354""",0,3.44,Eden Project Books,Paperback,129,2005,2005,,2025/08/24,to-read,to-read (#178),to-read,,,,0,0
44147083,The Little Town of Marrowville,John Robertson,"Robertson, John",Louis Ghibault,"=""0241344743""","=""9780241344743""",0,4.18,Puffin,Paperback,384,2019,2019,,2025/08/24,to-read,to-read (#177),to-read,,,,0,0
10348744,Blue Remembered Earth,Alastair Reynolds,"Reynolds, Alastair",,"=""0575088303""","=""9780575088306""",0,3.89,Gollancz,Paperback,548,2012,2012,,2025/08/24,to-read,to-read (#176),to-read,,,,0,0
1075042,"Larklight (Larklight, #1)",Philip Reeve,"Reeve, Philip",David Wyatt,"=""0747582408""","=""9780747582403""",0,3.85,Bloomsbury Publishing PLC,Hardcover,410,2006,2006,,2025/08/24,to-read,to-read (#175),to-read,,,,0,0
1948366,Cosmo and the Magic Sneeze (Cosmo #1),Gwyneth Rees,"Rees, Gwyneth",,"=""0330437291""","=""9780330437295""",0,3.94,Pan Macmillan,Paperback,256,2005,2004,,2025/08/24,to-read,to-read (#174),to-read,,,,0,0
1338666,Mrs. Pepperpot in the Magic Wood: And Other Stories,Alf Prøysen,"Prøysen, Alf",Marianne Helweg,"=""0140305386""","=""9780140305388""",0,3.85,Puffin,Paperback,127,1988,1968,,2025/08/24,to-read,to-read (#173),to-read,,,,0,0
578274,Mrs. Pepperpot to the Rescue: And Other Stories,Alf Prøysen,"Prøysen, Alf",,"=""0140303642""","=""9780140303643""",0,3.95,Puffin,Paperback,128,1988,1964,,2025/08/24,to-read,to-read (#172),to-read,,,,0,0
7133472,Mrs. Pepperpot's Outing (Young Puffin Books),Alf Prøysen,"Prøysen, Alf",Marianne Helweg,"=""0140306048""","=""9780140306040""",0,3.98,young Puffin,Paperback,132,1971,1969,,2025/08/24,to-read,to-read (#171),to-read,,,,0,0
120286,Big George And The Winter King,Eric Pringle,"Pringle, Eric",Colin Paine,"=""0747563411""","=""9780747563419""",0,2.50,Bloomsbury Pub Ltd,Paperback,208,2004,2004,,2025/08/24,to-read,to-read (#170),to-read,,,,0,0
833425,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552140287""","=""9780552140287""",0,4.41,Corgi Books,Mass Market Paperback,381,1994,1993,,2025/08/24,to-read,to-read (#169),to-read,,,,0,0
47988,The New Discworld Companion,Terry Pratchett,"Pratchett, Terry",Stephen Briggs,"=""0575075554""","=""9780575075559""",0,3.95,London : Gollancz,Paperback,288,2004,2003,,2025/08/24,to-read,to-read (#168),to-read,,,,0,0
1191652,"The Amazing Maurice & His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""0552546933""","=""9780552546935""",0,4.08,Corgi Books,Paperback,272,2002,2001,,2025/08/24,to-read,to-read (#167),to-read,,,,0,0
833429,"The Last Continent (Discworld, #22)",Terry Pratchett,"Pratchett, Terry",,"=""0552146145""","=""9780552146142""",0,4.00,Corgi,Mass Market Paperback,412,1999,1998,,2025/08/24,to-read,to-read (#166),to-read,,,,0,0
49973469,Jingo (Discworld #21),Terry Pratchett,"Pratchett, Terry",,"=""055214598X""","=""9780552145985""",0,4.19,Corgi,Mass Market Paperback,414,1998,1997,,2025/08/24,to-read,to-read (#165),to-read,,,,0,0
797189,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552145424""","=""9780552145428""",0,4.26,Corgi Books,Mass Market Paperback,445,1997,1996,,2025/08/24,to-read,to-read (#164),to-read,,,,0,0
386373,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0552134619""","=""9780552134613""",0,3.92,Corgi Books,Mass Market Paperback,380,1990,1989,,2025/08/24,to-read,to-read (#163),to-read,,,,0,0
50081984,"Sourcery (Discworld, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552131075""","=""9780552131070""",0,3.91,Corgi,Paperback,336,1989,1988,,2025/08/24,to-read,to-read (#162),to-read,,,,0,0
54459300,"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552128481""","=""9780552128483""",0,4.01,Corgi,Mass Market Paperback,285,1986,1986,,2025/08/24,to-read,to-read (#161),to-read,,,,0,0
989030,"Diggers (Bromeliad Trilogy, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552525863""","=""9780552525862""",0,3.91,Corgi Books,Paperback,173,1991,1990,,2025/08/24,to-read,to-read (#160),to-read,,,,0,0
181010,The Dark Side of the Sun,Terry Pratchett,"Pratchett, Terry",,"=""0552133264""","=""9780552133265""",0,3.64,Corgi Books,Paperback,235,1988,1976,,2025/08/24,to-read,to-read (#159),to-read,,,,0,0
462792,"Johnny and the Dead (Johnny Maxwell, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552527408""","=""9780552527408""",0,3.82,Corgi Books,Mass Market Paperback,188,1994,1993,,2025/08/24,to-read,to-read (#158),to-read,,,,0,0
596949,"Johnny and the Bomb (Johnny Maxwell, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552529680""","=""9780552529686""",0,3.85,Corgi Childrens,Paperback,238,1999,1996,,2025/08/24,to-read,to-read (#157),to-read,,,,0,0
597040,The Carpet People,Terry Pratchett,"Pratchett, Terry",,"=""0552527521""","=""9780552527521""",0,3.74,Corgi Books,Mass Market Paperback,190,1993,1992,,2025/08/24,to-read,to-read (#156),to-read,,,,0,0
989023,"Wings (Bromeliad Trilogy, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552526495""","=""9780552526494""",0,4.01,Corgi Books,Paperback,175,1991,1990,,2025/08/24,to-read,to-read (#155),to-read,,,,0,0
989009,"Only You Can Save Mankind (Johnny Maxwell, #1)",Terry Pratchett,"Pratchett, Terry",David Scutt,"=""0552139262""","=""9780552139267""",0,3.73,Corgi Books,Paperback,174,1986,1992,,2025/08/24,to-read,to-read (#154),to-read,,,,0,0
1381208,The Unadulterated Cat,Terry Pratchett,"Pratchett, Terry",Gray Jolliffe,"=""0575053690""","=""9780575053694""",0,3.82,GOLLANCZ,Paperback,,1992,1989,,2025/08/24,to-read,to-read (#153),to-read,,,,0,0
48661326,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,"Pratchett, Terry",,"=""0552152676""","=""9780552152679""",0,4.35,Corgi,Paperback,454,2006,2005,,2025/08/24,to-read,to-read (#152),to-read,,,,0,0
23346759,Truckers (Bromeliad Trilogy #1),Terry Pratchett,"Pratchett, Terry",Mark Beech,"=""0552573337""","=""9780552573337""",0,3.96,Corgi,Paperback,320,2015,1989,,2025/08/24,to-read,to-read (#151),to-read,,,,0,0
63122382,"Night Watch (Discworld, #29)",Terry Pratchett,"Pratchett, Terry",,"=""1804990663""","=""9781804990667""",0,4.50,Penguin (Transworld),Paperback,480,2023,2002,,2025/08/24,to-read,to-read (#150),to-read,,,,0,0
833419,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552551449""","=""9780552551441""",0,4.33,Corgi,Paperback,336,2005,2004,,2025/08/24,to-read,to-read (#149),to-read,,,,0,0
833430,"Lords and Ladies (Discworld, #14; Witches, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552138916""","=""9780552138918""",0,4.21,Corgi Books,Mass Market Paperback,382,1993,1992,,2025/08/24,to-read,to-read (#148),to-read,,,,0,0
618221,"Moving Pictures (Discworld, #10)",Terry Pratchett,"Pratchett, Terry",,"=""0552134635""","=""9780552134637""",0,3.97,Corgi,Paperback,332,2011,1990,,2025/08/24,to-read,to-read (#147),to-read,,,,0,0
233679,"Guards! Guards! (Discworld, #8; City Watch #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552134627""","=""9780552134620""",0,4.34,Random House,Mass Market Paperback,412,1990,1989,,2025/08/24,to-read,to-read (#146),to-read,,,,0,0
18460044,"The Long War (The Long Earth, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552167754""","=""9780552167758""",0,3.65,Corgi Books,Paperback,512,2014,2013,,2025/08/24,to-read,to-read (#145),to-read,,,,0,0
20559655,Changing Lanes: The meaning to life and the truth about God,Jonny Pearse,"Pearse, Jonny",,"=""1909611050""","=""9781909611054""",0,4.50,10Publishing ,Paperback,80,2013,2013,,2025/08/24,to-read,to-read (#144),to-read,,,,0,0
911865,Wolf Brother (Chronicles of Ancient Darkness #1),Michelle Paver,"Paver, Michelle",,"=""1842551310""","=""9781842551318""",0,4.21,Orion Children's Books,Paperback,242,2005,2004,,2025/08/24,to-read,to-read (#143),to-read,,,,0,0
6787466,Exiles to Glory,Jerry Pournelle,"Pournelle, Jerry",Boris Vallejo,"=""0441222153""","=""9780441222155""",0,3.63,Ace,Paperback,216,1978,1977,,2025/08/24,to-read,to-read (#142),to-read,,,,0,0
22728455,Danger Is Everywhere: A Handbook for Avoiding Danger,David O'Doherty,"O'Doherty, David",Chris Judge,"=""0316299308""","=""9780316299305""",0,3.96,"Little, Brown Books for Young Readers",Hardcover,256,2014,2014,,2025/08/24,to-read,to-read (#141),to-read,,,,0,0
1919241,The Complete Borrowers,Mary Norton,"Norton, Mary",,"=""0141322705""","=""9780141322704""",0,4.35,Puffin Bks,Paperback,711,2010,1982,,2025/08/24,to-read,to-read (#140),to-read,,,,0,0
1824245,Shock Shop: the Bodigulpa (Shock Shop),Jenny Nimmo,"Nimmo, Jenny",,"=""0330397508""","=""9780330397506""",0,3.85,Pan Macmillan,Paperback,,2002,2001,,2025/08/24,to-read,to-read (#139),to-read,,,,0,0
13083087,"Monsters of Men (Chaos Walking, #3)",Patrick Ness,"Ness, Patrick",,"=""1406339873""","=""9781406339871""",0,4.22,Walker Books,Paperback,603,2010,2010,,2025/08/24,to-read,to-read (#138),to-read,,,,0,0
13083068,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,"Ness, Patrick",,"=""1406339865""","=""9781406339864""",0,4.18,Walker Books,Paperback,517,2011,2009,,2025/08/24,to-read,to-read (#137),to-read,,,,0,0
13083049,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,"=""1406339857""","=""9781406339857""",0,3.98,Walker Books,Paperback,479,2011,2008,,2025/08/24,to-read,to-read (#136),to-read,,,,0,0
3371928,the_other_side_of_truth,beverley-naidoo,"beverley-naidoo, beverley-naidoo",,"=""0141304766""","=""9780141304762""",0,3.74,Fisicalbook,Paperback,227,2015,2000,,2025/08/24,to-read,to-read (#135),to-read,,,,0,0
1402361,The Enchanted Horse,Magdalen Nabb,"Nabb, Magdalen",,"=""0006747213""","=""9780006747215""",0,4.18,HarperCollins Children's Books,Paperback,96,2002,1992,,2025/08/24,to-read,to-read (#134),to-read,,,,0,0
545066,"The Worst Witch in Trouble (Worst Witch, #3-4)",Jill Murphy,"Murphy, Jill",,"=""0763634360""","=""9780763634360""",0,4.18,Candlewick Press,Paperback,352,2007,2007,,2025/08/24,to-read,to-read (#133),to-read,,,,0,0
